sorgente,domanda,corretta,errata_1,errata_2,errata_3
../SviluppoCooperazioneInternazionale/studenti-erasmus-in-entrata/pdf-incontro-erasmus-studio-a-a-2024-25-sp.pdf/@@download/file/PDF%20Incontro%20Erasmus+%20Studio%20A.A.%202024-25%20SP.pdf.txt,Quando gli studenti vincitori del programma Erasmus devono accettare il posto assegnato?,"A. Mercoledì 13 marzo 2024, ore 13:00",B. Giovedì 7 marzo 2024,C. Venerdì 14 marzo 2024,D. Sabato 16 marzo 2024
../SviluppoCooperazioneInternazionale/sei-un-azienda-o-un-ente-le-informazioni-su-come-proporre-un-tirocinio/index.txt,"Quanto tempo, in giorni lavorativi, trascorre di norma tra l'inserimento dell'offerta di tirocinio e la conferma per l'inizio dell'attività?",A. 15,B. 7,C. 20,D. 30
../SviluppoCooperazioneInternazionale/sei-un-azienda-o-un-ente-le-informazioni-su-come-proporre-un-tirocinio/index.txt,"Secondo il testo fornito, quale è l'obiettivo principale del corso di DSA?",A. Fornire agli studenti una solida conoscenza degli algoritmi e delle strutture dati fondamentali.,B. Insegnare agli studenti come applicare i principi di DSA nello sviluppo di applicazioni web.,C. Preparare gli studenti per l'esame di programmazione avanzata.,D. Fornire una panoramica generale dell'informatica teorica.
../SviluppoCooperazioneInternazionale/frequenza-delle-lezioni/index.txt,"Secondo il testo, quale dei seguenti è un vantaggio **essenziale** di frequentare le lezioni, soprattutto per gli insegnamenti di carattere pratico?",A. Essere presenti e attivi in prima persona,B.  Condividere esperienze e strategie per preparare gli esami con i compagni di corso,C.  Ottenere la guida e il supporto di un docente per completare l'apprendimento,D.  Migliorare il proprio ritmo di studio e acquisire i crediti formativi (cfu) in anticipo rispetto agli altri studenti
../SviluppoCooperazioneInternazionale/ricevimento-settimanale-svic-e-sposi/index.txt,In quale fascia oraria è possibile incontrare il personale di supporto allo sportello online di ricevimento settimanale?,A. Ogni mercoledì dalle 14:30 alle 15:30,B. Ogni martedì dalle 14:00 alle 15:30,C. Ogni mercoledì dalle 15:00 alle 16:30,D. Ogni giovedì dalle 14:30 alle 15:30
../SviluppoCooperazioneInternazionale/ricevimento-settimanale-svic-e-sposi/tutorato-svic-sposi.pdf/@@download/file/Tutorato%20SVIC&SPOSI.pdf.txt,Quali laboratori sono consigliati per gli studenti iscritti al secondo anno di corso?,"B. Emotiva-mente: riconoscere e accogliere le proprie emozioni, Come si prendono le decisioni importanti per il futuro, Facciamo chiarezza: valori, interessi e esperienze che possono guidarmi nelle scelte sul futuro","A. Organizzazione e gestione del tempo di studio, Strategie di apprendimento, Gestione dell'esame","C.  Come scegliere la Laurea Magistrale, Laboratori e colloqui di orientamento in itinere","D.  Emotiva-mente: riconoscere e accogliere le proprie emozioni, Come si prendono le decisioni importanti per il futuro, Gestione dell'esame"
../SviluppoCooperazioneInternazionale/contatti/index.txt,"A quale referente dovrai rivolgerti per ottenere informazioni generali su ammissioni, esami e orari del corso?",A. Elisa Menegon,B. Roberto Impicciatore,C. Sofia Fabbri,D. Giorgia Raccanelli
../SviluppoCooperazioneInternazionale/contatti/index.txt,"Quante volte viene ripetuta l'espressione ""Hai bisogno di chiarimenti"" nel testo fornito?",A. 25,B. 15,C. 30,D. 18
../SviluppoCooperazioneInternazionale/contatti/index.txt,Qual è l'indirizzo email fornito per contattare il docente in caso di dubbi?,A. elisa.menegon2@unibo.it,B. isa.menegon2@unibo.it,C. elisa.menegon2@unibo.edu,D. chiara.menegon2@unibo.it
../SviluppoCooperazioneInternazionale/contatti/index.txt,Qual è l'indirizzo email fornito per contattare il docente per chiarimenti?,A. elisa.menegon2@unibo.it,B. elisa.menegon@unibo.it,C. elisa.menegon2@unibocconi.it,D. elisa.menegon2@gmail.com
../SviluppoCooperazioneInternazionale/contatti/index.txt,Qual è l'indirizzo email fornito per contattare il docente per chiarimenti?,A. elisa.menegon2@unibo.it,B. elisa.menegon@unibo.it,C. menegon2@unibo.edu,D. elisa.menegon2@unibo.com
../SviluppoCooperazioneInternazionale/contatti/index.txt,Quale indirizzo email viene fornito come punto di contatto per richieste di chiarimenti?,A. elisa.menegon2@unibo.it,B. gon2@unibo.it,C. elisa.menegon2@uniboc.it,D. chiarimenti@unibo.it
../SviluppoCooperazioneInternazionale/lavorare-nel-mondo/index.txt,Quale dei seguenti servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. OrganiWeb
../SviluppoCooperazioneInternazionale/lavorare-nel-mondo/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?",A. Archivio produzione scientifica IRIS,B. Servizi bibliotecari,C. La mia e-mail personale,D. U-Web Reporting - Reportistica Contabile Progetti
../SviluppoCooperazioneInternazionale/lavorare-nel-mondo/index.txt,"Secondo il testo, quante persone circa sono impegnate annualmente nella realizzazione dei progetti di cooperazione internazionale non governativa?",A. 6.000,B. 4.000,C. 8.000,D. 10.000
../SviluppoCooperazioneInternazionale/lavorare-nel-mondo/index.txt,Quale obiettivo principale ha il progetto “Lavorare nel mondo” gestito dall’SISCOS?,A. Facilitare il contatto tra persone interessate alla cooperazione internazionale e le ONG che cercano personale.,B. Fornire corsi di formazione specifica per chi desidera lavorare nel settore delle ONG.,C. Promuovere la creazione di nuove ONG italiane specializzate in progetti di cooperazione internazionale.,D. Finanziare direttamente i progetti di cooperazione internazionale delle ONG italiane.
../SviluppoCooperazioneInternazionale/sistema-di-assicurazione-di-qualita/index.txt,Quali sono gli ambiti di intervento del Corso per il miglioramento continuo?,"A. La progettazione dei contenuti formativi, l'organizzazione delle attività formative, la raccolta di dati e informazioni e il monitoraggio dell'efficacia del percorso formativo.","B. La progettazione dei contenuti formativi, l'organizzazione delle attività formative, la selezione dei docenti e il monitoraggio dell'efficacia del percorso formativo.","C. La progettazione dei contenuti formativi, la pianificazione delle risorse, la raccolta di dati e informazioni e la promozione di eventi di networking.","D. La pianificazione delle risorse, l'organizzazione delle attività formative, la raccolta di dati e informazioni e la programmazione di interventi di marketing."
../SviluppoCooperazioneInternazionale/bacheca/index.txt,"Quando è possibile presentare domanda per il riconoscimento dello status ""Studente-Atleta"" presso l'Università di Bologna?",A. Fino al 31 ottobre,B. Fino al 29 novembre,C. Fino al 19 settembre 2024,D. Fino al 7 ottobre
../SviluppoCooperazioneInternazionale/bacheca/index.txt,"Quando è possibile presentare domanda per il programma ""Studente-Atleta"" all'Università di Bologna?",A. Fino al 31 ottobre,B. Dal 24 giugno 2024,C. Dal 1 al 30 settembre,D. Fino al 27 settembre 2024
../SviluppoCooperazioneInternazionale/bacheca/index.txt,"Quando si terrà il webinar intitolato ""SLIDING DOORS: una scelta può stravolgere la tua vita!"",?",A. 27 settembre 2024,B. 2 agosto 2024,C. 2 ottobre 2024,D. 15 settembre 2024
../SviluppoCooperazioneInternazionale/bacheca/index.txt,"Secondo il testo fornito, in quale anno è stato creato il sito web dell'associazione degli ex studenti dell'Università di Bologna?",A. 2024,B. 2023,C. 2025,D. 2022
../SviluppoCooperazioneInternazionale/bacheca/rss.xml,"Quando è previsto l'evento ""AI Video Contest""?",A. Entro il 20 settembre,B. Entro il 17 settembre,C. Entro il 7 ottobre,D. Entro il 12 settembre
../SviluppoCooperazioneInternazionale/bacheca/rss.xml,"Quando è possibile presentare domanda per ottenere il riconoscimento dello status ""Studente-Atleta"" presso l'Università di Bologna?",A. Entro il 31 ottobre,B. Entro il 29 novembre,C. Entro il 19 settembre,D. Entro il 10 settembre
../SviluppoCooperazioneInternazionale/bacheca/rss.xml,Quando è possibile richiedere il contributo per le spese di affitto?,A. Entro il 6 settembre,B. Entro il 5 settembre,C. Entro il 17 settembre,D. Entro il 20 settembre
../SviluppoCooperazioneInternazionale/bacheca/rss.xml,Quando è possibile presentare domanda per il bando ER.GO - Azienda regionale per il diritto agli studi superiori?,A. Entro il 13 settembre,B. Entro il 8 agosto,C. Entro il 30 settembre,D. Entro il 29 luglio
../SviluppoCooperazioneInternazionale/bacheca/rss.xml,A chi sono rivolti i Premi di studio Unibo for Refugees?,"A. A studenti che hanno già ottenuto una borsa di studio ER.GO, UNICORE o CRUI per l'a.a. 2023/24",B. A tutti gli studenti internazionali iscritti al corso di laurea in Sviluppo e Cooperazione Internazionale.,"C. A studenti con un ISEE non superiore a 35.000,00 € che studiano fuori sede.",D. A studenti che hanno partecipato al FundraisingDay e hanno dimostrato competenze in raccolta fondi.
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-eventi_b_start_int=24/index.txt,Quale evento si terrà il 17 aprile 2024 presso l'Auditorium DAMSLab?,A. [Inside Mediaset: il workplace oltre lo schermo],"B. Crescita, produttività ed equità distributiva nell’evoluzione strutturale delle imprese italiane. Un’analisi su dati ISTAT del periodo 2008-2021",C. Il Sudafrica a trent’anni dalla apartheid – sfide interne e internazionali,D.  Geopolitical competition under other name: development policy in multilateral security organizations
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-eventi_b_start_int=24/index.txt,Quale evento si terrà online il 4 aprile 2024?,A. Call for players,B. Incontro informativo Erasmus+ mobilità per tirocinio,C. L’economia etica di fronte al progresso,D. Giornate dell'Orientamento - Lauree Magistrali
../SviluppoCooperazioneInternazionale/bacheca/si-aprono-il-10-settembre-2024-le-iscrizioni-alla-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/si-aprono-il-10-settembre-2024-le-iscrizioni-alla-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/index.txt,Quando si aprono le iscrizioni alla SELEZIONE STRAORDINARIA per l'accesso al CdS SVIC per l'anno accademico 2024-2025?,A. Il 10 settembre 2024,B. Il 3 settembre 2024,C. Il 10 settembre 2023,D. Il 3 ottobre 2024
../SviluppoCooperazioneInternazionale/bacheca/si-aprono-il-10-settembre-2024-le-iscrizioni-alla-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/index.txt,Quando si aprono le iscrizioni alla SELEZIONE STRAORDINARIA per l'accesso al CdS SVIC per l'anno accademico 2024-2025?,A. 10 settembre 2024,B. 3 settembre 2024,C. 10 settembre 2023,D. 3 ottobre 2024
../SviluppoCooperazioneInternazionale/bacheca/avviso-di-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,D. Incarichi extraistituzionali,A. AlmaEsami,B. Corsi in lingua,C. Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/avviso-di-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. U-Web Reporting - Reportistica Contabile Progetti,A. IRIS - Archivio produzione scientifica,B. La mia e-mail Studenti,C. Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/avviso-di-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/index.txt,Quando sono aperte le selezioni straordinarie per l'accesso al CdS SVIC per l'anno accademico 2024-2025?,A. Dal 10 settembre al 19 settembre 2024,B. Dal 9 settembre al 18 settembre 2024,C. Dal 10 settembre al 20 settembre 2024,D. Dal 11 settembre al 20 settembre 2024
../SviluppoCooperazioneInternazionale/bacheca/avviso-di-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/sposi-svic-avviso-selezione-straordinaria-bandotolc-docx.pdf/@@download/file/SPOSI%20SVIC%20Avviso%20selezione%20straordinaria%20BandoTOLC.%20docx.pdf.txt,A quale categoria di cittadini è riservata la selezione straordinaria per i corsi di laurea a numero programmato indicati nel testo?,"A. Cittadini italiani, cittadini dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con cittadini dell'UE",B. Solo cittadini italiani e cittadini dell'Unione Europea,"C. Cittadini italiani, cittadini dell'Unione Europea e cittadini non-UE residenti in Italia",D. Solo cittadini non-UE residenti all'estero
../SviluppoCooperazioneInternazionale/bacheca/avviso-di-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/sposi-svic-avviso-selezione-straordinaria-bandotolc-docx.pdf/@@download/file/SPOSI%20SVIC%20Avviso%20selezione%20straordinaria%20BandoTOLC.%20docx.pdf.txt,"Secondo il bando di ammissione A.A. 2024/2025, entro quale data i cittadini non-UE residenti all'estero devono presentare il certificato di conoscenza della lingua italiana?",A. 16/09/2024,B. 23/09/2024,C. 15/09/2024,D. 30/09/2024
../SviluppoCooperazioneInternazionale/bacheca/avviso-di-selezione-straordinaria-per-l-accesso-al-cds-svic-per-l-anno-accademico-2024-2025/sposi-svic-avviso-selezione-straordinaria-bandotolc-docx.pdf/@@download/file/SPOSI%20SVIC%20Avviso%20selezione%20straordinaria%20BandoTOLC.%20docx.pdf.txt,"Secondo il bando di ammissione A.A. 2024/2025, entro quale data è necessario immatricolarsi, in caso di vittoria in graduatoria o recupero?","A. Entro i termini perentori indicati nei paragrafi 4.7, 4.8 e 4.9 del bando",B. Entro il 9 settembre 2024,"C. Entro il termine ultimo per l'iscrizione, indicato nella sezione 'Iscriversi' dei siti dei corsi di studio","D. Entro il termine ultimo per l'immatricolazione, indicato nella sezione 'Iscriversi' dei siti dei corsi di studio"
../SviluppoCooperazioneInternazionale/bacheca/cosa-ne-pensi-dell-universita/index.txt,"Secondo il testo, quale dei seguenti servizi online è disponibile sia per gli studenti che per il personale dell'Università di Bologna?",A. AlmaEsami,B. AlmaRegistri,C. UniboStore,D. Incarichi extraistituzionali
../SviluppoCooperazioneInternazionale/bacheca/cosa-ne-pensi-dell-universita/index.txt,Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,D. Servizi di consulenza linguistica,A.  Concilium,B.  Tesi online,C.  La mia e-mail
../SviluppoCooperazioneInternazionale/bacheca/cosa-ne-pensi-dell-universita/index.txt,Quando è stato pubblicato l'annuncio sul portale dell'Università di Bologna riguardante l'opinione degli studenti sulla qualità dei servizi?,A. 20 maggio 2024,B. 20 aprile 2024,C. 20 giugno 2024,D. 20 maggio 2023
../SviluppoCooperazioneInternazionale/bacheca/cosa-ne-pensi-dell-universita/index.txt,"Secondo il testo, su quali aspetti dell'università gli studenti sono invitati a fornire il loro feedback?","A. Attività didattiche, diritto allo studio, comunicazione e servizi dell'Ateneo, aule e spazi","B. Attività didattiche, diritto allo studio, servizi per la ricerca e comunicazione interna","C. Attività didattiche, diritto allo studio, servizi per la carriera e comunicazione con i docenti","D. Attività didattiche, diritto allo studio, servizi di supporto psicologico e comunicazione con le famiglie"
../SviluppoCooperazioneInternazionale/bacheca/cosa-ne-pensi-dell-universita/index.txt,"Secondo il testo fornito, in quale anno è stato registrato il copyright per il sito web?",A. 2024,B. 2023,C. 2025,D. 2022
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-notizie_b_start_int=24/index.txt,Quando è possibile presentare domanda per i contributi per le spese sanitarie per gli studenti fuori sede dell'Università di Bologna?,A. 11 luglio,B. 8 agosto,C. 25 giugno,D. 20 maggio
